Descricao,UF,CodigoIBGE,DestinoFrete,cUF,Id
Itambé,PR,4111100,0,41,6BC97E25-49E0-4905-BE1C-285F0C1A209E
Itapejara d'Oeste,PR,4111209,0,41,444B159D-9845-437E-8A16-88F532EA0AAB
Itaperuçu,PR,4111258,0,41,44682640-B5CA-4C9F-AD79-B61CAEE4D257
Itaúna do Sul,PR,4111308,0,41,8DFC811B-261D-4914-BD1C-7CB41C7D2C6F
Ivaí,PR,4111407,0,41,966CC6E8-828E-4C25-B8FA-CED83F895BB9
Ivaiporã,PR,4111506,0,41,F976FF5E-E926-4502-A600-859B58814B5A
Ivaté,PR,4111555,0,41,4B57D434-76AA-49C0-86B2-21BD41219D39
Ivatuba,PR,4111605,0,41,757253C4-D8D0-40FA-827B-925EE7012847
Jaboti,PR,4111704,0,41,81380434-5363-4E06-9BBF-DBAA91F0C613
Jacarezinho,PR,4111803,0,41,2624FFA0-D81E-41EF-9087-15A2895D8422
Jaguapitã,PR,4111902,0,41,1E01F117-2753-4B60-936A-F1DF8935584A
Jaguariaíva,PR,4112009,0,41,9A9564FF-99E5-4139-9889-59D202BB141A
Jandaia do Sul,PR,4112108,0,41,6A55571D-4437-4A93-B5DB-D031EA33BB49
Janiópolis,PR,4112207,0,41,D5D81F59-D992-4465-A5B7-93C77A6CA393
Japira,PR,4112306,0,41,2F261210-6656-410C-84BD-9F9671807B3E
Japurá,PR,4112405,0,41,80D09FC6-CD2C-4D98-A3D0-4B6DD762E72F
Jardim Alegre,PR,4112504,0,41,536F0A9A-171F-4018-8ED7-F32DE87796C6
Jardim Olinda,PR,4112603,0,41,52C27048-5AEB-4048-BE56-98A20F89F803
Jataizinho,PR,4112702,0,41,8D3876C9-B2BC-4F0C-B534-D00032311AE4
Jesuítas,PR,4112751,0,41,514E713F-F84B-40C5-A88A-A76AD3D94F12
Joaquim Távora,PR,4112801,0,41,DA4AA725-F8E2-42BE-8FC3-E33B7AEB34A5
Jundiaí do Sul,PR,4112900,0,41,C903F375-B6EC-47AB-B352-0916F5D9D4D6
Juranda,PR,4112959,0,41,AF0E41AD-702B-4134-BC3F-3E3223054682
Jussara,PR,4113007,0,41,3FA196D1-E6F7-4C23-87EF-C21EFC1E7E92
Kaloré,PR,4113106,0,41,5C8B9F7E-392D-454A-91BB-4D9F5614149E
Lapa,PR,4113205,0,41,459B5154-D067-4357-A343-4E4972E7C7A3
Laranjal,PR,4113254,0,41,1CFDA2E7-1F1C-4A6D-BF23-DA1E4C3458B1
Laranjeiras do Sul,PR,4113304,0,41,0209D363-C3DA-444D-B38B-341FA9CF45F2
Leópolis,PR,4113403,0,41,F630DB14-F139-43F4-85A3-7A4626D30F52
Lidianópolis,PR,4113429,0,41,EE1911A3-2FBF-4B73-858D-3CB064DAA6AB
Lindoeste,PR,4113452,0,41,85251FCC-94FE-45B5-9ABA-B5DA46199A37
Loanda,PR,4113502,0,41,A4A2427A-3720-4ED6-AC25-2938F75867FE
Lobato,PR,4113601,0,41,6BC290A5-C990-441B-8B12-1B6944DAA7D6
Londrina,PR,4113700,0,41,EDE27912-5DC8-4964-9859-AA642A561C03
Luiziana,PR,4113734,0,41,73373E7E-E920-4B3B-BBCF-7C2F7BEA1506
Lunardelli,PR,4113759,0,41,DBCDA4EF-1C34-4D32-921D-AB019AE58DAC
Lupionópolis,PR,4113809,0,41,FFF08E15-AFCE-442D-9D9D-974463001CE0
Mallet,PR,4113908,0,41,27AC33A5-66E4-41E4-B127-41D6CE01986C
Mamborê,PR,4114005,0,41,DDA68BC8-988D-421C-A38B-906B59C7BF07
Mandaguaçu,PR,4114104,0,41,311F6FA4-FB3C-4112-B771-8A62A3C4D55E
Mandaguari,PR,4114203,0,41,D7E36D10-DDE1-48D3-BE2C-1E870CA69DE4
Mandirituba,PR,4114302,0,41,3114B601-3AED-427F-8438-00B13CD61157
Manfrinópolis,PR,4114351,0,41,1F995193-18FB-4FDC-A338-C14E2687F849
Mangueirinha,PR,4114401,0,41,9F778E95-7E91-447A-AFAB-295725F3D428
Manoel Ribas,PR,4114500,0,41,F88BC644-375D-420A-84C8-B9C0D4CFB5DB
Marechal Cândido Rondon,PR,4114609,0,41,C56FFF13-0AE4-45DE-B16A-4F0840331DE4
Maria Helena,PR,4114708,0,41,38B82263-C632-4FE8-9661-7C75ED9C2697
Marialva,PR,4114807,0,41,A6BB1DA0-3073-4997-B517-930F1BECA41F
Marilândia do Sul,PR,4114906,0,41,9AEDB163-0BF4-4E9B-A8DF-139196F52912
Marilena,PR,4115002,0,41,850ABE44-C1C1-4B08-80AE-F4BF17A50911
Mariluz,PR,4115101,0,41,87E815EB-C136-4660-A6AB-03F1D7CC857F
Maringá,PR,4115200,0,41,EE5F2AAE-CBF3-46FD-9413-636416FA1ADF
Mariópolis,PR,4115309,0,41,A66DA86C-70F9-4E56-BEC4-205F9F28E2A7
Maripá,PR,4115358,0,41,60A8E4DE-09D1-47DA-A833-28B7EC508D00
Marmeleiro,PR,4115408,0,41,C3AC04D2-6913-4340-B8E6-5FEF34674645
Marquinho,PR,4115457,0,41,99AEACA3-4F54-4755-8FC6-AF149D3C2278
Marumbi,PR,4115507,0,41,2088B68B-505C-4EAD-95FC-1F5E4146A11C
Matelândia,PR,4115606,0,41,39F83403-DC95-46EA-BA0E-F4334F3BB605
Matinhos,PR,4115705,0,41,23C8D221-AC17-4ABE-A07E-C22AAE5B29B4
Mato Rico,PR,4115739,0,41,2A3DB615-B772-4B29-AED8-5437E7C012F0
Mauá da Serra,PR,4115754,0,41,965D4237-C1E1-4844-89CA-2A61ECBB72D0
Medianeira,PR,4115804,0,41,167EAD81-7AE4-435F-B9E7-02FF7BE3AB6E
Mercedes,PR,4115853,0,41,885F76FB-642E-4F9E-A1F1-4FE83A242C39
Mirador,PR,4115903,0,41,8278A612-5EAA-43DB-A596-4E6A09EC2546
Miraselva,PR,4116000,0,41,A98F5D87-688C-43AF-8629-41C9B438D62C
Missal,PR,4116059,0,41,DB4A4E8E-7FB6-4AFC-80BD-1AB8BD7BFDF8
Moreira Sales,PR,4116109,0,41,329648C5-4DBE-436D-B3C9-2D90676E61A7
Morretes,PR,4116208,0,41,D13BC22F-EC8E-4338-8062-12D19A6F8554
Munhoz de Melo,PR,4116307,0,41,62563524-ACEA-47F6-B9B5-03FE272B857A
Nossa Senhora das Graças,PR,4116406,0,41,4C47C078-5155-4990-8C21-7B72271E43FA
Nova Aliança do Ivaí,PR,4116505,0,41,0433CACD-EC42-4B76-91DC-6C29B01F1A4C
Nova América da Colina,PR,4116604,0,41,E30AFA92-EB35-43D9-B1D3-D4F0BFDDFEBB
Nova Aurora,PR,4116703,0,41,18CDDE86-F783-4EF3-B422-102E03DD08F2
Nova Cantu,PR,4116802,0,41,39AC2A21-F148-4483-8AFB-A6928EBA83C6
Nova Esperança,PR,4116901,0,41,B11E6B39-D22E-40CA-889E-1AC8AB46954F
Nova Esperança do Sudoeste,PR,4116950,0,41,291AE130-713B-4DA7-9439-E0B0E39C5BCF
Nova Fátima,PR,4117008,0,41,2B24E522-970D-49A2-90A5-AD482A84F5F1
Nova Laranjeiras,PR,4117057,0,41,875A357F-0818-40E7-AADB-0F568076990B
Nova Londrina,PR,4117107,0,41,4CD3F174-DF94-4F2A-981B-BBF6E259C814
Nova Olímpia,PR,4117206,0,41,A6E467A5-A73C-4234-A5E1-82B7273CA385
Nova Santa Bárbara,PR,4117214,0,41,E9A5F0FC-F08A-4E00-B9EE-920480D297E0
Nova Santa Rosa,PR,4117222,0,41,3BF7B2B4-2E96-4414-80C0-61E45DE1DBF2
Nova Prata do Iguaçu,PR,4117255,0,41,0A043989-361E-4549-997F-5F36C6C72C42
Nova Tebas,PR,4117271,0,41,34E7629D-C7CC-4962-AF05-BE33E709BDAE
Novo Itacolomi,PR,4117297,0,41,D16D1DCB-178D-4F6E-80D0-28824B1C2E7D
Ortigueira,PR,4117305,0,41,EA550413-28ED-474D-A7C0-27D81E8573A5
Ourizona,PR,4117404,0,41,755F1C54-BB3D-413D-B460-ADA5C3AF7848
Ouro Verde do Oeste,PR,4117453,0,41,23021B39-9B27-4203-A59A-942CAB88D9C2
Paiçandu,PR,4117503,0,41,3C37EE79-7378-45D1-924D-5400DCEDE25E
Palmas,PR,4117602,0,41,0AADB969-77E5-4922-9580-47B2AF4BB403
Palmeira,PR,4117701,0,41,35DEB57C-8266-44A6-AB9F-4E1569382421
Palmital,PR,4117800,0,41,565283EE-44DA-43E5-8250-08198E12CEA6
Palotina,PR,4117909,0,41,E073AE49-DDC7-4684-8280-A8EFADFE7F6B
Paraíso do Norte,PR,4118006,0,41,FA001D6D-8C10-4F42-BFDC-1BA9834731C9
Paranacity,PR,4118105,0,41,9A20B798-D9F9-4CAD-8661-83454C8D6C28
Paranaguá,PR,4118204,0,41,C3ACC783-8E16-4D9D-A895-14A98EDE8E23
Paranapoema,PR,4118303,0,41,E75050CD-64D0-40BB-A7EB-3EB347EC871B
Paranavaí,PR,4118402,0,41,7660A776-1864-4CAF-98A1-911843588EDF
Pato Bragado,PR,4118451,0,41,D6A3A088-FF57-4EB1-A1EC-FFD819C8F790
Pato Branco,PR,4118501,0,41,4784E950-D843-4BAC-BF04-43FF046AD8A5
Paula Freitas,PR,4118600,0,41,5D4A0CB1-1415-40E0-97DF-EDAB9D6F6509
Paulo Frontin,PR,4118709,0,41,9D577C61-1D11-41ED-AB40-E7E5AAA304E6
Peabiru,PR,4118808,0,41,6208B3B7-8DDF-4654-A614-EE643EC2801A
Perobal,PR,4118857,0,41,A7510414-731E-4420-BC9D-7D944B79C3C6
Pérola,PR,4118907,0,41,1A4BFEA8-96B9-446F-8BAB-961EDD703599
Pérola d'Oeste,PR,4119004,0,41,B49A5BD5-2B79-4016-B9F4-75270DF083C8
Piên,PR,4119103,0,41,08AA666A-79CC-46A1-812D-D98CDBD846DB
Pinhais,PR,4119152,0,41,52E8E29C-830F-43D0-9EB8-41FC91F716AF
Pinhalão,PR,4119202,0,41,3477BBFA-20F9-4750-B954-94B9AB1B818F
Pinhal de São Bento,PR,4119251,0,41,AC655257-57CA-4437-865B-CCCD33416FB6
Pinhão,PR,4119301,0,41,8767EB12-18EA-4B2E-8559-6B79812FD1B2
Piraí do Sul,PR,4119400,0,41,2FD7C3FF-E83D-4B6A-88D6-592C7F79593E
Piraquara,PR,4119509,0,41,DC868AE4-6AAB-4C71-A6A8-407960B05420
Pitanga,PR,4119608,0,41,6FA63C4D-A394-4EC2-981C-CBA224436F04
Pitangueiras,PR,4119657,0,41,EDD76E90-26EF-4839-9D83-5F096D9A2AD8
Planaltina do Paraná,PR,4119707,0,41,39DBDC96-5830-4330-8056-7212F315245B
Planalto,PR,4119806,0,41,159D17ED-8BD7-4FD7-80F0-5446546EA590
Ponta Grossa,PR,4119905,0,41,2AE37687-D131-4901-ABA6-3BD8011EB727
Pontal do Paraná,PR,4119954,0,41,EBCE617D-07A4-446E-8EB5-1E4B16F4707F
Porecatu,PR,4120002,0,41,C9F5B5E6-494E-4DB3-AB50-77FE3F7C1330
Porto Amazonas,PR,4120101,0,41,B5E61B19-AC5B-45FA-B782-F46610F593B8
Porto Barreiro,PR,4120150,0,41,A916823E-4782-4A9E-BC6B-627BC36DBC03
Porto Rico,PR,4120200,0,41,A90FA2D2-C282-4663-9606-CF27FD3DB17C
Porto Vitória,PR,4120309,0,41,10F8DE91-CFE1-48C9-A232-16D36EFA5C97
Prado Ferreira,PR,4120333,0,41,D2E127D6-948C-48CA-A732-E40835CFA32B
Pranchita,PR,4120358,0,41,D9808885-29DC-42E7-9035-EB647B4635B7
Presidente Castelo Branco,PR,4120408,0,41,43839595-07EF-46F1-B161-5738D18B788D
Primeiro de Maio,PR,4120507,0,41,67D04FFE-6A26-4984-8A2E-47C36041414D
Prudentópolis,PR,4120606,0,41,0BF8F799-7E00-4E9C-B58A-890C8C7F5F27
Quarto Centenário,PR,4120655,0,41,AE7B7AF3-2973-4DBB-B73E-9F189F069505
Quatiguá,PR,4120705,0,41,9605D01E-5093-4F3C-9845-AC9BB878C9C3
Quatro Barras,PR,4120804,0,41,76F48D03-90D0-480E-8533-A10F24B7B4AA
Quatro Pontes,PR,4120853,0,41,597A81A8-9A74-4970-8BF6-65778553035F
Quedas do Iguaçu,PR,4120903,0,41,9267966E-82FC-4462-ACF6-58B4A837DAC5
Querência do Norte,PR,4121000,0,41,27095E91-4A6D-4979-82D2-C0152155819A
Quinta do Sol,PR,4121109,0,41,C6AC4DC3-219C-4C45-B945-2EE3AE202322
Quitandinha,PR,4121208,0,41,F8BE5692-BF54-4B50-A391-71971F15ADB6
Ramilândia,PR,4121257,0,41,468F4F37-0FE7-474F-9462-379E6B95C366
Rancho Alegre,PR,4121307,0,41,BAD0C959-D285-483A-AE53-EC83734AAAE7
Rancho Alegre D'Oeste,PR,4121356,0,41,90CE2133-4758-42A4-A465-7DB3AF52EAC5
Realeza,PR,4121406,0,41,1CF9D147-4B1A-4331-AF2D-666C2F25CFC6
Rebouças,PR,4121505,0,41,8AB5B648-EEB0-4C80-9406-79BD134DFE36
Renascença,PR,4121604,0,41,BD703659-FAA5-49F8-BDDF-0D9A83C0864F
Reserva,PR,4121703,0,41,CC35B21C-80F4-465E-BAD4-75F42AF2F70B
Reserva do Iguaçu,PR,4121752,0,41,B0FD6B9E-60F9-418D-AC96-87C67C7F6D17
Ribeirão Claro,PR,4121802,0,41,4310343B-F835-4B9E-BE77-667C66AD8B33
Ribeirão do Pinhal,PR,4121901,0,41,B3DEB245-118F-4696-8DD3-30585627954D
Rio Azul,PR,4122008,0,41,B4067F63-1793-4C34-988B-99A667A75E7E
Rio Bom,PR,4122107,0,41,B7F06C12-B595-4DF7-95B3-7334B2AC42E3
Rio Bonito do Iguaçu,PR,4122156,0,41,F96F27DA-DEF8-44C9-896A-C924AA6E39BE
Rio Branco do Ivaí,PR,4122172,0,41,C890E7DD-A1F6-407F-97DC-39E78A16007E
Rio Branco do Sul,PR,4122206,0,41,B9CC62EF-008A-4186-BB93-73B69755F2D0
Rio Negro,PR,4122305,0,41,374F9154-4391-4131-A69B-4DEC17A78DAC
Rolândia,PR,4122404,0,41,7A19B000-EF2D-44EF-95D7-4DD770DBB180
Roncador,PR,4122503,0,41,86477369-DFCB-4A8B-B470-96B367639714
Rondon,PR,4122602,0,41,DA54486A-B9EC-49E3-88E8-DA93A0F85E4E
Rosário do Ivaí,PR,4122651,0,41,8AE357D8-095D-4882-A1C8-39E8C5EE9766
Sabáudia,PR,4122701,0,41,53EE8F72-03A9-4C55-B733-9AA411882822
Salgado Filho,PR,4122800,0,41,415F6271-337B-4B14-A3ED-B679A5A9AFC1
Salto do Itararé,PR,4122909,0,41,6F36C3A4-F007-4E1F-B7C3-60D153AFA3EB
Salto do Lontra,PR,4123006,0,41,86590618-EE1A-496B-9335-F6B15C35BA0C
Santa Amélia,PR,4123105,0,41,85BE0F5F-4F4B-4516-9F48-6F9B0669A2FA
Santa Cecília do Pavão,PR,4123204,0,41,93E28F85-A04C-45D1-8A2C-4296F3710231
Santa Cruz de Monte Castelo,PR,4123303,0,41,AF236AD2-59D6-45CD-9795-8DBF4E694B39
Santa Fé,PR,4123402,0,41,AE53FB2F-DA9E-425C-9D21-C462793C055B
Santa Helena,PR,4123501,0,41,6A39252E-E604-40A6-A0C9-20E5D4AFFAA4
Santa Inês,PR,4123600,0,41,88CAF47A-1238-4C3D-B81E-B8952C78B403
Santa Isabel do Ivaí,PR,4123709,0,41,DFB99C57-0E2B-4A69-B58E-CCE7C630638A
Santa Izabel do Oeste,PR,4123808,0,41,D22830DD-EF91-4C04-9504-D3B9420CECE6
Santa Lúcia,PR,4123824,0,41,CC0EFFB3-F099-4B08-899C-8D26DDA8A634
Santa Maria do Oeste,PR,4123857,0,41,EBEC4313-661C-4CC2-8AAB-40F6AD1CAB4A
Santa Mariana,PR,4123907,0,41,80E74EB8-5DDA-460F-B5C5-3F800196986B
Santa Mônica,PR,4123956,0,41,D2308A3B-268F-4110-A805-55FCDED962A9
Santana do Itararé,PR,4124004,0,41,461A370D-0194-450B-9515-78C987305F05
Santa Tereza do Oeste,PR,4124020,0,41,2DD60C83-4E84-457A-866F-2FCEED68AC47
Santa Terezinha de Itaipu,PR,4124053,0,41,63B8B96E-BEC0-4D10-90D6-E1405F4187A3
Santo Antônio da Platina,PR,4124103,0,41,5FA63FE0-E398-407C-A440-7BC0A4F59A81
Santo Antônio do Caiuá,PR,4124202,0,41,D087C1FC-4642-4D30-8748-C4855568C399
Santo Antônio do Paraíso,PR,4124301,0,41,BC226E38-FC1E-40C4-ADB1-89DC9B5FAE9F
Santo Antônio do Sudoeste,PR,4124400,0,41,4583ABFB-80A7-432A-9670-FD854989A8B5
Santo Inácio,PR,4124509,0,41,3FFED0FF-748B-4C08-AFB1-2FFA23006821
São Carlos do Ivaí,PR,4124608,0,41,40807910-4B87-442B-8705-2EAEE2442D97
São Jerônimo da Serra,PR,4124707,0,41,A28D55AE-2AFB-421E-A2C4-290B4D5C09EB
São João,PR,4124806,0,41,7FD06039-D4CF-4EC6-A4F5-68B1275B86B8
São João do Caiuá,PR,4124905,0,41,F6521279-0664-4A3C-A0EA-08BBCFFAC321
São João do Ivaí,PR,4125001,0,41,CB47D4CD-D64E-4268-A210-C2BBCFCF8F9D
São João do Triunfo,PR,4125100,0,41,A63C9779-DFFE-4BF5-9F7D-90E048FA8E5A
São Jorge d'Oeste,PR,4125209,0,41,61F48339-9BC1-4B75-843E-73510620BB21
São Jorge do Ivaí,PR,4125308,0,41,6EEA9E7A-ACDF-48A4-9C12-20E73E36BAAA
São Jorge do Patrocínio,PR,4125357,0,41,8E886A3E-EC8B-4B1E-9B36-2491A7223FDD
São José da Boa Vista,PR,4125407,0,41,3BBD0C4F-93A9-4563-9ACB-5653FCD79433
São José das Palmeiras,PR,4125456,0,41,055A39AE-BCD6-4E4F-81CA-63084447C1F6
São José dos Pinhais,PR,4125506,0,41,36E206BE-647F-4509-BB4A-57B18183682D
São Manoel do Paraná,PR,4125555,0,41,A6130D0A-63B5-4B40-8EA4-C5C58592921C
São Mateus do Sul,PR,4125605,0,41,25A5F23D-5BC5-4A64-AA83-E74F12724523
São Miguel do Iguaçu,PR,4125704,0,41,6D5BDD56-8D6D-4B61-B43C-25CEB9744851
São Pedro do Iguaçu,PR,4125753,0,41,F2AAE43D-6E1B-41D7-A870-1ED23A250C19
São Pedro do Ivaí,PR,4125803,0,41,73716D2D-670D-4FCE-BA63-8FF9358B5C9E
São Pedro do Paraná,PR,4125902,0,41,0AAFABF1-716F-48B8-A455-D173E384CB89
São Sebastião da Amoreira,PR,4126009,0,41,2B64F9C8-CC6F-4410-B7F9-F5630995A319
São Tomé,PR,4126108,0,41,65B8B5FA-0903-4931-83F5-C248846DD9C0
Sapopema,PR,4126207,0,41,31293385-3401-478A-BAFB-8D050FE1E982
Sarandi,PR,4126256,0,41,587CCDB9-EB21-4C5E-85E4-865BD737E243
Saudade do Iguaçu,PR,4126272,0,41,E298FEAC-508B-4DA9-ACA2-D088018A5BE4
Sengés,PR,4126306,0,41,933EB5EF-7A7B-4F0A-BA17-F1345BF39B31
Serranópolis do Iguaçu,PR,4126355,0,41,F8DCB8C9-F385-42A2-BA58-666C2447BA53
Sertaneja,PR,4126405,0,41,14629A47-AC55-4C8A-88BB-DE8731130EB0
Sertanópolis,PR,4126504,0,41,665B5358-0E12-4EE1-B003-43384DABEA16
Siqueira Campos,PR,4126603,0,41,FB2F3CBE-F045-4869-9038-E05F74289C6C
Sulina,PR,4126652,0,41,F7B39E03-2EDE-43B5-B20D-A511E14AB258
Tamarana,PR,4126678,0,41,8E23D17F-C45E-4C3A-810D-DF6A564917D5
Tamboara,PR,4126702,0,41,18B5ECDC-2A65-4FC1-983E-B0BF709C1CF2
Tapejara,PR,4126801,0,41,F441AE2E-1445-45CD-AB65-5E26AEAA30E3
Tapira,PR,4126900,0,41,E9EC95D0-1891-415D-9A48-CD255E1B26BA
Teixeira Soares,PR,4127007,0,41,5172A9D5-CE78-48FD-AF57-95BDB60FF552
Telêmaco Borba,PR,4127106,0,41,0A351CCF-76FF-4138-921C-8F4844C7823B
Terra Boa,PR,4127205,0,41,235E9A64-A781-4E3A-BCE1-EA09C145E008
Terra Rica,PR,4127304,0,41,88BC6E82-1218-477E-BB4D-6813E8291205
Terra Roxa,PR,4127403,0,41,1DE23A44-37FC-4E85-9826-4EAEECDF4DBE
Tibagi,PR,4127502,0,41,D3A40B3D-2C94-4F77-B4B3-94C3565E423A
Tijucas do Sul,PR,4127601,0,41,E92FCDF4-BBED-47E8-80AB-82CD6196DB38
Toledo,PR,4127700,0,41,8EF5C35C-E505-4F20-B861-698D5A2FF5F8
Tomazina,PR,4127809,0,41,DB8451E2-E724-4C6D-BC0B-0EE7CE250981
Três Barras do Paraná,PR,4127858,0,41,B1951250-C496-4A57-A270-3FED265C1372
Tunas do Paraná,PR,4127882,0,41,D0648A5A-B5A4-4A7D-9E71-D91C7798A046
Tuneiras do Oeste,PR,4127908,0,41,1AEBF61D-742D-422A-B343-F7564950D2B5
Tupãssi,PR,4127957,0,41,8E4FE20D-602C-4139-817D-39AB0C9304ED
Turvo,PR,4127965,0,41,89F4F210-9FB7-4170-B3F7-C137D7A5F7CB
Ubiratã,PR,4128005,0,41,E1E7DEE4-20C6-46B2-B32D-2F05184F3061
Umuarama,PR,4128104,0,41,55CBBC77-0059-4CB8-84E5-6E354EC90DB4
União da Vitória,PR,4128203,0,41,7DDF9416-DD35-44CF-A5BA-4736803F6A9E
Uniflor,PR,4128302,0,41,FA93B170-CA27-4992-A967-06323982E94E
Uraí,PR,4128401,0,41,A5030F17-8C23-49F9-9898-560F5D914E5E
Wenceslau Braz,PR,4128500,0,41,C7C3AAAF-D8C5-43B3-9506-53A7E91913F6
Ventania,PR,4128534,0,41,301D900B-253D-4DC1-93BF-F8F72270AF3F
Vera Cruz do Oeste,PR,4128559,0,41,BE7708C8-2D00-47BD-ABD1-3CD40BFE491F
Verê,PR,4128609,0,41,DF902DD2-5D39-4DBD-85AA-8F627E954713
Alto Paraíso,PR,4128625,0,41,35F32D6C-4A43-40E7-808C-5A98939EC83C
Doutor Ulysses,PR,4128633,0,41,79A28679-9D53-4EC0-B28C-2AB04703A78B
Virmond,PR,4128658,0,41,8C0D5D98-89A8-4D04-920E-AEB3DEAA885E
Vitorino,PR,4128708,0,41,9694C2C3-2698-4C44-9544-332BB461D663
Xambrê,PR,4128807,0,41,A4ADAB05-B475-4C24-92B3-F7A6221943CD
Abdon Batista,SC,4200051,0,42,5A6B47DD-5DEE-4BD3-A8EA-0263C8CC99AA
Abelardo Luz,SC,4200101,0,42,6F26B809-E6C6-4D3B-A563-15B839B00562
Agrolândia,SC,4200200,0,42,698FC5FE-DFB1-4B40-B6CB-48367C8EE57B
Agronômica,SC,4200309,0,42,83A4BECC-385A-4AD0-B2A1-A8148AE1826A
Água Doce,SC,4200408,0,42,23CAAD90-6B43-4A55-A4B4-3C1FC909665F
Águas de Chapecó,SC,4200507,0,42,2A17C740-FD3C-42AC-B641-A74829606503
Águas Frias,SC,4200556,0,42,23D9E7CB-239C-4261-8A38-D39C42ABD9C2
Águas Mornas,SC,4200606,0,42,4D118B02-9683-49FB-BA28-BE1B86E18671
Alfredo Wagner,SC,4200705,0,42,FF216240-0090-4F0F-AC0B-20E436EE021F
Alto Bela Vista,SC,4200754,0,42,1544275A-10C4-4A9B-93DA-2446A443ADBE
Anchieta,SC,4200804,0,42,1F361C25-CE6C-4A2C-9DC6-E9DAA3D3080B
Angelina,SC,4200903,0,42,91E6C256-2D67-4071-937E-D8F65E6273B5
Anita Garibaldi,SC,4201000,0,42,FC1D62DE-C2A2-4B42-BFB1-A04B874FA153
Anitápolis,SC,4201109,0,42,93A31D85-F033-4DD8-95C7-E35734C22BA8
Antônio Carlos,SC,4201208,0,42,746BF2D9-D487-4661-A4A9-EC554ECD5751
Apiúna,SC,4201257,0,42,C1A8B969-5CB9-42E5-B91B-C0E375049E60
Arabutã,SC,4201273,0,42,A8FB4CEB-2008-46AC-916A-B51D999C58AB
Araquari,SC,4201307,0,42,7055BB76-39DA-4F49-8845-BBA1B1693F78
Araranguá,SC,4201406,0,42,D09FBF10-B11D-4E45-97D1-5CAFCD51CE61
Armazém,SC,4201505,0,42,260012E7-1306-4BF9-A615-9616D7AAB4D7
Arroio Trinta,SC,4201604,0,42,5B8705D9-BFE7-4A72-A9CF-43A7F047F006
Arvoredo,SC,4201653,0,42,05D1D665-A675-42DD-AF27-A8477DB26F8F
Ascurra,SC,4201703,0,42,C3B6C0F4-8FC2-439E-9D7A-CE3BED13010F
Atalanta,SC,4201802,0,42,DB10B595-16AE-40A8-864C-2122E4E31BD7
Aurora,SC,4201901,0,42,F5AE2A37-737C-4E3F-AA80-806B1BA59152
Balneário Arroio do Silva,SC,4201950,0,42,92B2F8BA-975C-4284-B2AA-1794DD991D35
Balneário Camboriú,SC,4202008,0,42,2B290850-BB4F-42A2-82D9-155D2D347E49
Balneário Barra do Sul,SC,4202057,0,42,AEC5B42D-0F1C-428F-9714-69BEBC6073E2
Balneário Gaivota,SC,4202073,0,42,A2B37D89-5E55-41F9-BB02-BBCC7C3FF577
Bandeirante,SC,4202081,0,42,8A3533ED-FC2C-4E25-A2F6-46BECA4BE79E
Barra Bonita,SC,4202099,0,42,2B05749D-C4A3-4F1D-8E6D-11302DB75DC1
Barra Velha,SC,4202107,0,42,C9E13F9B-6EE1-4B56-8F6D-9F4A4CBFE61F
Bela Vista do Toldo,SC,4202131,0,42,66D08D47-35E2-4325-A4C3-16BE7C708AF7
Belmonte,SC,4202156,0,42,EB2E17D0-6B6C-446C-BEFC-1CA613535B30
Benedito Novo,SC,4202206,0,42,D53A3DDE-379E-4754-8F4C-78B2E52C91E9
Biguaçu,SC,4202305,0,42,BE959CA2-F38C-4124-B0E8-90717D162A06
Blumenau,SC,4202404,0,42,A0D093BE-0915-44A1-96FC-296F5E3DBA28
Bocaina do Sul,SC,4202438,0,42,E64DB486-2E05-488D-A768-B2E95ACA8910
Bombinhas,SC,4202453,0,42,4BBE6133-F3FC-478D-913E-162A3A54EBD1
Bom Jardim da Serra,SC,4202503,0,42,1E05451B-5318-429C-AF47-5AC0721EBF1B
Bom Jesus,SC,4202537,0,42,9D122D95-2FB9-4203-8181-2F4DDED5B75B
Bom Jesus do Oeste,SC,4202578,0,42,00C5CD6F-E8DC-4ACB-90E2-C966251EBBE4
Bom Retiro,SC,4202602,0,42,5EB6CF4B-651C-422A-8012-B07C5FED0D03
Botuverá,SC,4202701,0,42,77C08ED7-6DB7-412C-B7F5-26106A6F3DDB
Braço do Norte,SC,4202800,0,42,649D8BCF-DDBE-40D3-8BE1-7E09A575ECF1
Braço do Trombudo,SC,4202859,0,42,9056BAA1-0DB3-4F77-8F9F-FE4C0B2293FA
Brunópolis,SC,4202875,0,42,3B7BBCF9-33B9-42F1-B915-C00F61D02078
Brusque,SC,4202909,0,42,B1945022-6BBC-4E91-B534-AF3200E6CC4C
Caçador,SC,4203006,0,42,A392ABAA-E3D1-42D2-982C-499988E223EC
Caibi,SC,4203105,0,42,242B2E60-6523-4458-BB09-6C9F1462CB35
Calmon,SC,4203154,0,42,77F88F2E-8107-46A1-A929-F84B8AB6F7CF
Camboriú,SC,4203204,0,42,40BE0874-EC83-4E2E-8774-E5BC0F1D957E
Capão Alto,SC,4203253,0,42,5CF92B25-B271-4FE8-B7F8-176486E73532
Campo Alegre,SC,4203303,0,42,66F44309-2BA1-4066-A08C-76C1FFCBEAA3
Campo Belo do Sul,SC,4203402,0,42,7C2E5F8F-CED7-46BA-BE65-06C0390AC914
